anonymous_learner_id,skill,estimated_level,difficulty,historical_accuracy,recent_accuracy,attempt_count,time_since_last_attempt_hours,review_success,mistake_frequency,hint_usage,translation_usage,response_time_ms,correct,quality_label,source
learner_fa686ee1d6ce2a23,listening.directions,A2,0.660750386415833,0.3052197998055075,0.15746945391628817,10,12.004963250606629,0.10535586401596667,0.5143878563597795,0.9540320167665275,0.33841558839121993,15857.71957586305,0,SYNTHETIC,SYNTHETIC_DEVELOPMENT_V1
learner_fa686ee1d6ce2a23,grammar.prepositions,A2,0.10155634177917905,0.5743602649728242,0.5691723680799493,11,26.165852243883805,0.37465783426903637,0.052777808196433004,0.5675587936099786,0.3741398025089153,9422.60765258365,1,SYNTHETIC,SYNTHETIC_DEVELOPMENT_V1
learner_fa686ee1d6ce2a23,vocabulary.workplace,A2,0.40920134903614225,0.43069964391741833,0.504133163424095,33,460.68003322181346,0.21575267348757274,0.2033841059955,0.6876741190186916,0.26476151674127907,13231.747411706448,0,SYNTHETIC,SYNTHETIC_DEVELOPMENT_V1
learner_fa686ee1d6ce2a23,grammar.articles,A2,0.1409470642133045,0.5622430639331123,0.8727806899566479,4,43.01902795911558,0.8172683148059812,0.0,0.5584907761433997,0.3451474439139346,6823.347744064202,1,SYNTHETIC,SYNTHETIC_DEVELOPMENT_V1
learner_fa686ee1d6ce2a23,listening.directions,A2,0.11891379548651743,0.4126683172905001,0.27550740251463685,11,585.2039106090452,0.42359168735614033,0.3447026316908004,0.9433544036273711,0.4059338970824532,5911.292819284536,0,SYNTHETIC,SYNTHETIC_DEVELOPMENT_V1
learner_fa686ee1d6ce2a23,writing.sentence_structure,A2,0.8505965157990699,0.20771984207629557,0.14356171290281539,10,51.282839274880835,0.20862398833543375,0.555343075866259,0.8977910300497104,0.3552549966664452,23332.89833816989,0,SYNTHETIC,SYNTHETIC_DEVELOPMENT_V1
learner_fa686ee1d6ce2a23,grammar.past_simple,A2,0.7417588259682807,0.5883826441339249,0.5494695691778431,7,52.023407129797484,0.6798618593801161,0.10938470127519762,0.8400985510919422,0.41330402349467554,15837.743569578866,0,SYNTHETIC,SYNTHETIC_DEVELOPMENT_V1
learner_fa686ee1d6ce2a23,listening.directions,A2,0.5170697793829759,0.35209562909298664,0.29039341806529384,24,757.1970542950178,0.3743220355197334,0.28098618311238915,0.7958721758283509,0.3387477336438456,11898.926571408785,0,SYNTHETIC,SYNTHETIC_DEVELOPMENT_V1
learner_fa686ee1d6ce2a23,speaking.fluency,A2,0.8673665649278797,0.1556573791984389,0.01,16,58.419723794623806,0.3071555383845147,0.5122586056833948,0.8126271075466903,0.22595637717811778,18735.76959061492,0,SYNTHETIC,SYNTHETIC_DEVELOPMENT_V1
learner_fa686ee1d6ce2a23,vocabulary.healthcare,A2,0.8967894453441363,0.4307248652277348,0.47228442694330786,53,75.38746323679304,0.40773877824055077,0.1977719600427577,0.7334869813757152,0.2641588965696967,19697.88827810542,0,SYNTHETIC,SYNTHETIC_DEVELOPMENT_V1
learner_fa686ee1d6ce2a23,writing.sentence_structure,A2,0.22158214684364758,0.38811715502592486,0.3124636943938177,35,80.24213352306077,0.37837325809061567,0.36978459726444474,0.7188502877105822,0.25844292397527224,7643.228365597706,0,SYNTHETIC,SYNTHETIC_DEVELOPMENT_V1
learner_fa686ee1d6ce2a23,writing.sentence_structure,A2,0.3490843193924226,0.4238292361862936,0.46660277701214997,49,37.21516627799399,0.05163818385394886,0.047539867048607604,0.7328951090556018,0.42628084034910135,12536.515679688038,0,SYNTHETIC,SYNTHETIC_DEVELOPMENT_V1
learner_fa686ee1d6ce2a23,vocabulary.healthcare,A2,0.2535111920431502,0.44790601624223847,0.5023964364301678,44,96.89836514193834,0.6866544077755049,0.19523921163162744,0.7715877518147264,0.40854487370489534,9169.137627977903,1,SYNTHETIC,SYNTHETIC_DEVELOPMENT_V1
learner_fa686ee1d6ce2a23,grammar.articles,A2,0.5041916433079519,0.4215514544243789,0.5240198557575344,1,16.332932010260677,0.11464343098033108,0.0,0.6410434711893238,0.4613929880465391,12658.74187700768,0,SYNTHETIC,SYNTHETIC_DEVELOPMENT_V1
learner_fa686ee1d6ce2a23,vocabulary.airport,A2,0.08581957534567025,0.2694768424108521,0.23220632533738608,31,99.36672648890442,0.4620890044581721,0.3780157323497693,0.42079383053132097,0.29205086763669696,10560.355345505774,0,SYNTHETIC,SYNTHETIC_DEVELOPMENT_V1
learner_6b52040eb050284a,grammar.past_simple,A2,0.5570655396056724,0.3862864086658376,0.557041907642482,15,764.3292776758277,0.2664038709554745,0.06275443407847289,0.799284126967606,0.3248726253211294,10510.381593161432,0,SYNTHETIC,SYNTHETIC_DEVELOPMENT_V1
learner_6b52040eb050284a,speaking.task_completion,A2,0.6721029093858149,0.5962698974273909,0.6282353447678344,50,4.79048530319621,0.7697298530939074,0.0,1.0,0.2980593243616426,11625.987248733782,1,SYNTHETIC,SYNTHETIC_DEVELOPMENT_V1
learner_6b52040eb050284a,grammar.articles,A2,0.09648104202326674,0.2752178731924051,0.24881539491522173,44,24.295658711137005,0.3071875470788836,0.44837257766975336,0.7448861349807037,0.20987268009508753,8756.740137008219,0,SYNTHETIC,SYNTHETIC_DEVELOPMENT_V1
learner_6b52040eb050284a,vocabulary.workplace,A2,0.3683461486846849,0.248322119502118,0.3709670625159752,10,13.53875117925835,0.32105332788726515,0.29052709941483645,0.4731625221600511,0.3601639903676229,13227.082091905892,0,SYNTHETIC,SYNTHETIC_DEVELOPMENT_V1
learner_6b52040eb050284a,writing.sentence_structure,A2,0.5662815362965997,0.19174984491033645,0.19498054553019942,45,563.9432491239559,0.0,0.46709982096333896,0.6033974638688168,0.37043576727157684,17800.287147595944,0,SYNTHETIC,SYNTHETIC_DEVELOPMENT_V1
learner_6b52040eb050284a,vocabulary.healthcare,A2,0.904283421536305,0.30016266489903015,0.15157439767050415,37,275.87634937578895,0.13799757485638808,0.2965210018643727,0.7086439149172544,0.42204041600668685,20391.754303912323,0,SYNTHETIC,SYNTHETIC_DEVELOPMENT_V1
learner_6b52040eb050284a,vocabulary.airport,A2,0.4250503940419426,0.4016009635024066,0.5110041674177455,36,213.77337356512396,0.3126494481310228,0.2567319302820181,0.5935126678769392,0.42381849198114957,14074.935556474991,0,SYNTHETIC,SYNTHETIC_DEVELOPMENT_V1
learner_6b52040eb050284a,speaking.fluency,A2,0.24332658129664403,0.22679311356460144,0.27033501866799076,5,41.02193955502058,0.06101680282898389,0.3083640215538652,0.7568290195311118,0.427849203830556,12922.820803454377,0,SYNTHETIC,SYNTHETIC_DEVELOPMENT_V1
learner_6b52040eb050284a,vocabulary.restaurant,A2,0.4500125673130121,0.2893666575834347,0.42688007377392967,19,63.17540561183663,0.3112959499521757,0.24146963693640344,0.8017891538862623,0.2584623171848319,11784.061820164425,0,SYNTHETIC,SYNTHETIC_DEVELOPMENT_V1
learner_6b52040eb050284a,grammar.prepositions,A2,0.26769405996426116,0.35428092110909565,0.4335815227906011,10,98.36044201425976,0.7523566858912951,0.15140339471043535,0.5545859429955061,0.31294302891989706,5252.8631336487,0,SYNTHETIC,SYNTHETIC_DEVELOPMENT_V1
learner_6b52040eb050284a,speaking.task_completion,A2,0.24705116007676176,0.6492896271412889,0.3706255410164462,7,667.7360565780477,0.946952288858079,0.22208578027123113,0.834961370121611,0.31929310431490515,11961.765095950079,0,SYNTHETIC,SYNTHETIC_DEVELOPMENT_V1
learner_6b52040eb050284a,speaking.task_completion,A2,0.8056977159201635,0.4436966352084044,0.3993961384642197,25,64.03887134835234,0.25155472084098807,0.16757131297423572,0.7389941038064186,0.41005889900072834,19651.367392877513,0,SYNTHETIC,SYNTHETIC_DEVELOPMENT_V1
learner_6b52040eb050284a,vocabulary.healthcare,A2,0.8593346430273967,0.4902803985489696,0.44863846739599095,51,8.004508274382184,0.44894106667413186,0.332442701792628,0.7918545738459055,0.2723728471587966,20651.177423006207,1,SYNTHETIC,SYNTHETIC_DEVELOPMENT_V1
learner_6b52040eb050284a,vocabulary.restaurant,A2,0.5857032970229062,0.2444074629020622,0.06253216854321894,15,33.703284356039624,0.2998815947386614,0.5333069296277082,0.8454861541610265,0.4193145951167649,14591.861074195667,0,SYNTHETIC,SYNTHETIC_DEVELOPMENT_V1
learner_60145efc50765bc7,vocabulary.workplace,A1,0.5151412841465007,0.35309016196010695,0.24895744930488128,25,54.52586461183131,0.5036255441243391,0.4357968686667034,0.9622483414908447,0.4484023880074131,18151.5285880149,0,SYNTHETIC,SYNTHETIC_DEVELOPMENT_V1
learner_60145efc50765bc7,writing.sentence_structure,A1,0.10055626276314306,0.20006124700472785,0.12528971709551928,46,9.074102848734084,0.15467994673355231,0.47718995197736064,0.9500086406968392,0.5518791809632277,13980.773008348066,0,SYNTHETIC,SYNTHETIC_DEVELOPMENT_V1
learner_60145efc50765bc7,vocabulary.healthcare,A1,0.7757563489855117,0.22855902299437697,0.15892995102806357,7,2.925428168765605,0.13941768597174303,0.21953058804858777,0.86866700947352,0.48744647482319453,20172.521885203747,0,SYNTHETIC,SYNTHETIC_DEVELOPMENT_V1
learner_60145efc50765bc7,speaking.fluency,A1,0.16189659236618636,0.32073358429080556,0.06722483929590722,35,162.29352466409514,0.30508530391464095,0.479238161577191,0.9081816462959953,0.5415988705258897,8603.312314148116,0,SYNTHETIC,SYNTHETIC_DEVELOPMENT_V1
learner_60145efc50765bc7,grammar.articles,A1,0.537900368587146,0.2490931758331068,0.2643260806566467,48,758.8303900125612,0.20848379262112604,0.4520894683204455,0.6956945603832949,0.5463557326325584,15632.801590108069,0,SYNTHETIC,SYNTHETIC_DEVELOPMENT_V1
learner_60145efc50765bc7,writing.sentence_structure,A1,0.4812012973979669,0.26690907486888,0.2974899135493232,7,61.63505343734087,0.13694655741756265,0.3260221566678984,0.8088958349763054,0.3948043014407314,14422.494025765644,0,SYNTHETIC,SYNTHETIC_DEVELOPMENT_V1
learner_60145efc50765bc7,grammar.prepositions,A1,0.6897389529426207,0.29180639523497887,0.3617605463961264,27,26.755941696569113,0.5673545658351631,0.4246091387121955,0.75004096461291,0.49199206163939685,17704.527008068864,0,SYNTHETIC,SYNTHETIC_DEVELOPMENT_V1
learner_60145efc50765bc7,grammar.question_forms,A1,0.23191028113578838,0.3332013200585858,0.38835221640225553,12,39.92490166971986,0.3809528527639242,0.22801760917942487,0.6819400151089493,0.5824619937149665,10584.685185686478,0,SYNTHETIC,SYNTHETIC_DEVELOPMENT_V1
learner_3c96489811c470d0,vocabulary.restaurant,A2,0.8255340393350135,0.565974573896297,0.6185546731303027,35,157.3030083151436,0.41493723453988895,0.14145330230161507,0.8422120240895322,0.47357882465812573,14234.627559136796,0,SYNTHETIC,SYNTHETIC_DEVELOPMENT_V1
learner_3c96489811c470d0,grammar.prepositions,A2,0.7107406937240501,0.44791837932969925,0.6257543705312706,43,32.66173273273697,0.4260237385863024,0.2128003228950024,1.0,0.24296394958045556,10795.409529821767,0,SYNTHETIC,SYNTHETIC_DEVELOPMENT_V1
learner_3c96489811c470d0,vocabulary.healthcare,A2,0.2191333595172545,0.5488647955293076,0.6476103221833581,16,105.41310856342432,0.6550989680523841,0.0,0.7154759619821235,0.03535145122276229,6032.273170413114,1,SYNTHETIC,SYNTHETIC_DEVELOPMENT_V1
learner_3c96489811c470d0,vocabulary.workplace,A2,0.4977326290076482,0.6077417097003205,0.6428614756456638,45,59.298485104210506,0.4812354031975955,0.07656153197537682,0.8059012972575473,0.25401418593651937,12610.15859471807,0,SYNTHETIC,SYNTHETIC_DEVELOPMENT_V1
learner_3c96489811c470d0,grammar.question_forms,A2,0.2743146980350298,0.4697394579614391,0.482885376956623,7,313.8310077419349,0.6835010070382773,0.2377090472186768,0.7260442142202098,0.44389493094404947,14229.126716163424,0,SYNTHETIC,SYNTHETIC_DEVELOPMENT_V1
learner_3c96489811c470d0,writing.sentence_structure,A2,0.6906479557645828,0.42594793114048923,0.38144407557150195,51,414.3579343818166,0.49976471627912444,0.0,0.7566777401255884,0.20752264597868536,18828.779070884328,1,SYNTHETIC,SYNTHETIC_DEVELOPMENT_V1
learner_3c96489811c470d0,grammar.question_forms,A2,0.5008806333967457,0.43161259534443974,0.4073778896615864,47,165.44139875559162,0.22847461728429816,0.34138797255710207,0.6720971860412863,0.3490519045668008,13937.160105750143,1,SYNTHETIC,SYNTHETIC_DEVELOPMENT_V1
learner_3c96489811c470d0,grammar.question_forms,A2,0.6942937256386547,0.4366662531746388,0.5092519166145038,43,38.567806048754754,0.5654384560696007,0.0,0.7876166172101882,0.3407071222038404,18470.896974346033,0,SYNTHETIC,SYNTHETIC_DEVELOPMENT_V1
learner_3c96489811c470d0,grammar.question_forms,A2,0.17369175460454078,0.7623912280648002,0.691830150302193,23,73.87371776252775,0.9989968393337921,0.0,0.7058195301104819,0.28249734293274703,4407.66216
